3,17 3034 3611 641 541 7 2531 1983 4 3708 4698 30 1524 2580 333 1 
3,17 4232 1754 303 6085 832 84 25 3 5280 9 1005 566 11118 6 10010 1431 5187 5 0 650 240 25 5243 2127 16 8252 8 255 368 4 0 143 1 
3,17 2402 509 96 1790 458 50 0 221 6 0 1289 9 383 30 302 2 2583 44 0 202 143 119 65 188 0 2035 4 0 919 2525 1 
3,17 1877 32 4941 67 3313 3338 23 0 790 3514 5 1145 100 39 1113 1140 3 906 1007 55 454 1470 21 67 317 18 8 136 1 
3,125 7734 92 67 96 11131 2701 6 10910 2793 3532 3 38 652 9848 2449 77 389 132 0 56 594 2535 1 
3,17 3041 1097 3637 293 8 95 42 2747 391 3438 9 0 47 15 67 96 2757 421 297 2812 3 1072 5143 3 5196 1289 23 220 342 830 58 1893 236 1 
3,24 5866 4 0 390 7 725 450 143 1282 1254 442 20 297 73 632 153 5 0 258 65 2 297 5735 3788 11178 0 6743 941 4051 18 86 1 
3,1643 91 7445 191 4530 122 3 1074 5 833 6 38 582 9 5029 1420 442 75 65 0 107 18 86 3398 0 221 13 3395 23 3 9879 5375 1 
3,6468 91 353 8955 3 7251 1361 5 7623 3927 5928 1940 1823 2 235 15 0 996 2096 14 3 1694 905 3305 303 14 21 578 1419 5318 4 297 825 161 7630 39 3 994 5186 2748 20 26 4726 2 703 82 8352 50 786 1420 762 164 26 3294 211 14 5694 1679 786 31 0 9266 923 23 366 2103 123 1940 1 
3,80 93 17 3034 3611 641 541 7 2531 1983 4 3708 4698 30 1524 2580 333 1 
3,80 93 17 2402 509 96 1790 458 50 0 221 6 0 1289 9 383 30 302 2 2583 44 0 202 143 119 65 188 0 2035 4 0 919 2525 1 
3,3050 17 1929 68 277 1285 2 4777 10641 67 96 102 896 30 502 10081 20 66 268 104 2450 1016 106 8330 4 509 1183 7 1929 1737 18 136 1854 10 96 55 1245 1530 1 
3,4064 17 7174 1929 67 2054 284 2493 1264 10061 2 4663 159 509 96 1929 101 7375 7954 18 8 33 1 
3,273 80 93 17 11 695 9 116 58 7 1461 1215 586 183 394 550 82 2 3 10573 453 8 95 39 0 434 208 62 10719 3 8371 23 41 45 3607 1801 1 
3,80 93 17 11 702 11192 4549 8 95 39 301 1314 3 159 41 45 733 2031 5 688 8424 617 2527 8 0 221 7 2702 6 16 1650 2 2041 881 359 2 2063 0 448 774 1 
3,464 121 732 121 140 794 2 154 185 4796 3573 12 35 4878 651 69 34 10717 50 780 0 450 1326 1144 1 
3,11 10346 558 4 2086 13 3 357 368 4 933 0 122 2 676 283 25 477 322 3 514 1768 3507 1 
3,639 13 419 646 9 2475 5 0 202 143 455 276 42 485 5 1849 3341 1282 1254 32 1132 2 3325 3 1074 10778 155 241 213 46 928 555 517 61 0 3342 54 3671 12 449 1 
3,11 56 733 2031 25 2053 820 2 3 159 3775 5739 15 67 1433 989 2599 293 187 2 3 258 2057 1 
3,750 239 2400 55 34 4534 787 9 3 2765 857 2135 23 409 524 7776 3 490 218 582 1 
3,11 1674 1736 2235 9 116 7 183 394 583 75 1482 458 44 21 620 12 16 4528 5 751 712 1 
3,7207 2057 452 0 459 390 9056 221 2496 2 4934 42 160 30 2794 19 140 2737 198 789 5 0 47 1 
3,6339 449 5 313 10762 198 15 0 127 4840 3 703 5 2038 6 2014 629 1 
3,6735 1130 30 11179 2 289 139 20 0 227 633 764 696 42 0 2622 4 1854 1462 0 10381 6 10986 896 1 
3,11 439 4 1679 505 38 6 63 1255 2473 442 1530 44 0 421 339 103 3 38 1026 25 280 1 
3,227 689 7 764 696 1084 999 1130 20 3 158 5173 1125 2 170 139 5 3 645 2 988 449 5 0 221 1 
3,428 695 4 400 5 116 0 932 208 705 84 55 34 9204 9 15 281 15 5697 1545 422 8 95 1 
3,949 958 400 1245 39 1709 194 158 2686 310 0 303 5573 0 131 158 29 436 1245 807 4 1449 1 
3,469 4 0 2657 11091 2661 8 0 1182 2376 2083 4 7016 75 65 3628 321 2557 6 265 3785 588 1 
3,2285 2441 0 6693 9 3 5064 2 556 9 590 39 49 61 311 161 2157 23 1430 1841 298 5 681 315 1 
3,11 62 320 0 466 1488 3520 246 20 3 4863 7983 13 2 337 16 10395 9 1521 3183 1 
3,3061 5927 0 3723 9600 1725 9 1233 0 6484 8515 1798 13 900 2 9203 26 62 8 0 202 143 1 
3,754 1168 123 19 13 1131 2 2150 21 876 73 170 104 2450 3 106 4 67 53 0 143 2 154 5299 2213 96 1 
3,27 229 554 20 0 7805 7 6381 105 2 2742 5662 5716 8 1719 39 457 48 344 190 9728 5 754 1168 1 
3,468 7407 4889 5 5386 1182 2542 2 235 8 0 642 1887 6970 213 4 3 850 2735 5348 1 
3,5896 842 14 7171 58 619 35 2549 990 29 8730 1256 2037 10799 211 9690 35 878 25 90 8 49 5115 5085 1 
3,78 928 10939 366 645 2 479 400 4 116 58 5 0 220 208 62 7 239 695 3672 586 183 394 757 55 815 60 2 34 0 447 306 71 0 1982 306 1 
3,2967 1986 4969 1140 51 5 8935 6 10705 658 8 109 7 191 2220 1745 1679 2546 23 11167 6 10786 8291 2 8402 6 8448 6 8706 0 139 113 2220 859 12 1994 203 53 0 1323 1 
3,1362 519 13 3 5557 4 16 621 1828 757 7 0 4632 4 574 97 724 5 2859 54 32 2743 217 3 2027 4634 482 1153 14 574 6 135 275 50 230 1717 235 6 309 2536 519 165 7 2006 2 203 10 440 519 25 477 0 156 7 9650 968 1 
3,1176 3 9288 68 5092 51 1038 6535 31 3 3161 11066 102 52 8535 130 42 15 52 4938 19 2 9334 5 505 493 6 4966 8623 52 8296 573 11087 11226 12 26 11077 6 10107 60 3527 166 7561 775 2 8455 4192 0 9689 5007 0 3472 8034 2 355 0 438 52 924 1 
3,7728 0 7976 4 894 2797 851 68 99 911 0 10062 2552 20 2009 1201 5915 1635 7609 87 204 351 14 0 9651 5 0 179 7 902 5128 211 160 7 141 794 2 911 26 4978 573 3116 9 10491 4 0 249 358 761 5580 1669 3190 10 10046 7818 6 5764 5704 55 333 34 4892 0 917 87 1602 1 
3,101 152 25 90 595 10 0 56 221 25 735 0 8679 87 636 594 1998 3031 149 2306 329 5 0 2791 4 40 162 7 902 588 218 10367 10 19 31 49 166 3 41 815 1 
3,27 6998 206 193 62 13 5438 339 238 1717 360 77 677 1767 9 2436 4647 83 35 3294 310 934 8 714 3 2488 264 1 
3,940 3039 5 2354 284 34 590 3 1074 4544 111 5357 4695 4869 3428 5039 6 1307 4989 30 1124 9 0 1178 2833 3862 3 257 643 4 0 5399 12 3784 161 5 150 3366 450 1105 2 2354 75 65 1 
3,940 3039 5 2354 284 34 590 3 1074 4544 111 5357 4695 4869 3428 5039 6 1307 4989 30 1124 9 0 1178 2833 3862 3 257 643 4 0 5399 12 3784 161 5 150 3366 450 1105 2 2354 75 65 1 
3,27 2088 83 2314 4389 0 238 612 4 2317 6202 10442 1667 8 120 2368 4389 2620 50 26 62 7 4878 15 19 9505 1 
3,752 13 333 1446 15 3 5442 42 0 1132 25 517 2 277 12 1488 2797 61 12 67 1 
3,2345 326 7475 0 38 612 875 4 830 349 50 830 7 11158 2736 5 1234 175 6 933 52 2722 3 3162 193 2702 348 422 1 
3,577 0 127 5 794 4 437 6 2171 94 3280 2 452 82 35 5579 2368 7667 5228 3 2781 5381 780 0 107 425 2770 4 9979 1 
3,7381 6288 13 9360 39 5277 3 710 386 9 0 63 158 1 
3,464 299 328 8293 185 1262 198 230 68 121 200 185 786 62 556 1 
3,11 62 7 345 452 10 19 7 76 2581 99 44 1150 92 1606 99 4 19 10 1114 69 830 1 
3,353 3 2230 47 1594 7 1556 8418 13 122 2226 2 3 3450 8822 6 3 861 10 13 4705 0 4965 9436 1083 
3,406 30 629 49 8 11176 60 0 1293 225 46 1832 1369 7 3 711 14 0 38 2796 4 7982 
3,117 5658 401 9280 89 3 481 9975 10 865 0 2504 165 7 50 2 167 657 8709 
3,6095 9132 13 4527 3054 11358 30 1994 19 2 790 3664 
3,262 135 5262 3118 68 4584 126 2102 1428 11051 2695 166 6128 1040 6 26 356 803 1983 
3,6574 3 2781 1298 1058 2 11414 121 68 548 3 994 5186 9 1448 10822 794 
3,961 7 300 30 2600 4716 5 496 15 4799 5 0 92 2917 5868 4723 0 1696 3564 1450 20 195 7 9820 84 1263 281 293 1449 61 600 32 90 404 2 961 7 300 1558 898 6 46 1558 19 210 1 
