0,25
1,133
2,207
3,208
4,222
5,396
6,74
7,91
8,514
9,659
10,820
11,829
12,844
13,105
14,519
15,218
16,246
17,228
18,770
19,641
20,1167
21,1195
22,934
23,603
24,872
25,352
26,839
27,1299
28,1458
29,1487
30,274
31,1521
32,459
33,91
34,1647
35,1071
36,808
37,244
38,237
39,1696
40,303
41,730
42,104
43,472
44,1772
45,1805
46,1624
47,360
48,968
49,1879
50,1595
51,788
52,245
53,1236
54,171
55,534
56,7
57,1719
58,170
59,488
60,2063
61,2119
62,743
63,876
64,693
65,41
66,82
67,19
68,485
69,237
70,317
71,18
72,1148
73,1646
74,939
75,267
76,445
77,1459
78,73
79,123
80,44
81,991
82,1904
83,177
84,2091
85,85
86,78
87,1308
88,1280
89,300
90,116
91,1396
92,1105
93,1111
94,85
95,741
96,121
97,244
98,1301
99,109
100,2127
101,2327
102,1396
103,493
104,1071
105,53
106,428
107,1015
108,45
109,2058
110,900
111,2347
112,2271
113,159
114,1989
115,1082
116,837
117,143
118,877
119,256
120,40
121,217
122,1901
123,516
124,517
125,165
126,204
127,603
128,1248
129,188
130,726
131,618
132,2451
133,2214
134,5
135,683
136,1075
137,301
138,2436
139,127
140,2300
141,524
142,27
143,905
144,2139
145,2527
146,86
147,548
148,1061
149,1352
150,1254
151,791
152,2607
153,1232
154,2047
155,5
156,1092
157,559
158,237
159,872
160,625
161,193
162,1316
163,545
164,864
165,1450
166,690
167,533
168,1644
169,9
170,945
171,1662
172,2564
173,1112
174,289
175,2739
176,26
177,1578
178,2164
179,270
180,506
181,242
182,794
183,2145
184,776
185,929
186,1708
187,218
188,526
189,1989
190,1369
191,1485
192,1491
193,738
194,619
195,95
196,104
197,837
198,2649
199,919
200,2316
201,1045
202,1329
203,416
204,246
205,132
206,544
207,2334
208,435
209,2198
210,1679
211,324
212,1526
213,2136
214,171
215,430
216,534
217,1040
218,891
219,979
220,263
221,267
222,1
223,357
224,283
225,1049
226,672
227,1244
228,2917
229,2498
230,1819
231,825
232,1400
233,2067
234,95
235,1018
236,207
237,2714
238,453
239,156
240,145
241,499
242,642
243,67
244,1769
245,741
246,26
247,949
248,291
249,526
250,545
251,287
252,2308
253,545
254,1184
255,126
256,335
257,763
258,545
259,2199
260,2409
261,1040
262,167
263,29
264,437
265,184
266,1109
267,1082
268,2141
269,517
270,136
271,916
272,1057
